Datetime;Resolution code;Control area;Physical Flow Value
2021-12-01T02:15:00+01:00;PT15M;UnitedKingdom;1011.996
2021-12-01T02:15:00+01:00;PT15M;France;938.5
2021-12-01T02:00:00+01:00;PT15M;Germany;-960.876
2021-12-01T02:00:00+01:00;PT15M;Luxembourg;67.886
2021-12-01T02:00:00+01:00;PT15M;Netherlands;719.536
2021-12-01T02:00:00+01:00;PT15M;UnitedKingdom;1012.061
2021-12-01T02:00:00+01:00;PT15M;France;949.948
2021-12-01T01:45:00+01:00;PT15M;Germany;-574.2
2021-12-01T01:45:00+01:00;PT15M;Netherlands;368.392
2021-12-01T01:45:00+01:00;PT15M;Luxembourg;47.963
2021-12-01T01:45:00+01:00;PT15M;UnitedKingdom;1023.427
2021-12-01T01:45:00+01:00;PT15M;France;764.396
2021-12-01T01:30:00+01:00;PT15M;Netherlands;192.156
2021-12-01T01:30:00+01:00;PT15M;Luxembourg;12.14
2021-12-01T01:30:00+01:00;PT15M;UnitedKingdom;1023.344
2021-12-01T01:30:00+01:00;PT15M;Germany;-540.628
2021-12-01T01:30:00+01:00;PT15M;France;869.84
2021-12-01T01:15:00+01:00;PT15M;France;799.66
2021-12-01T01:15:00+01:00;PT15M;Germany;-536.792
2021-12-01T01:15:00+01:00;PT15M;Luxembourg;19.413
2021-12-01T01:15:00+01:00;PT15M;Netherlands;265.352
2021-12-01T01:15:00+01:00;PT15M;UnitedKingdom;1023.529
2021-12-01T01:00:00+01:00;PT15M;Germany;-476.668
2021-12-01T01:00:00+01:00;PT15M;Netherlands;241.36
2021-12-01T01:00:00+01:00;PT15M;France;697.256
2021-12-01T01:00:00+01:00;PT15M;UnitedKingdom;1023.362
2021-12-01T01:00:00+01:00;PT15M;Luxembourg;14.55
2021-12-01T00:45:00+01:00;PT15M;Netherlands;-381.348
2021-12-01T00:45:00+01:00;PT15M;France;635.24
2021-12-01T00:45:00+01:00;PT15M;UnitedKingdom;1023.566
2021-12-01T00:45:00+01:00;PT15M;Germany;181.624
2021-12-01T00:45:00+01:00;PT15M;Luxembourg;-46.478
2021-12-01T00:30:00+01:00;PT15M;UnitedKingdom;1023.483
2021-12-01T00:30:00+01:00;PT15M;France;598.724
2021-12-01T00:30:00+01:00;PT15M;Luxembourg;-17.605
2021-12-01T00:30:00+01:00;PT15M;Netherlands;-476.312
2021-12-01T00:30:00+01:00;PT15M;Germany;205.84
2021-12-01T00:15:00+01:00;PT15M;UnitedKingdom;1023.585
2021-12-01T00:15:00+01:00;PT15M;Luxembourg;-47.253
2021-12-01T00:15:00+01:00;PT15M;Netherlands;-621.188
2021-12-01T00:15:00+01:00;PT15M;Germany;205.1
2021-12-01T00:15:00+01:00;PT15M;France;741.508
2021-12-01T00:00:00+01:00;PT15M;Germany;103.704
2021-12-01T00:00:00+01:00;PT15M;France;501.428
2021-12-01T00:00:00+01:00;PT15M;Netherlands;-299.016
2021-12-01T00:00:00+01:00;PT15M;UnitedKingdom;1022.926
2021-12-01T00:00:00+01:00;PT15M;Luxembourg;-78.695
