DateTime;Resolution code;Total Load
2019-01-03T22:15:00+01:00;PT15M;10976.4
2019-01-03T22:00:00+01:00;PT15M;10835.06
2019-01-03T21:45:00+01:00;PT15M;10703.23
2019-01-03T21:30:00+01:00;PT15M;10884.69
2019-01-03T21:15:00+01:00;PT15M;10899.22
2019-01-03T21:00:00+01:00;PT15M;10986.48
2019-01-03T20:45:00+01:00;PT15M;11141.41
2019-01-03T20:30:00+01:00;PT15M;11339.04
2019-01-03T20:15:00+01:00;PT15M;11514.69
2019-01-03T20:00:00+01:00;PT15M;11644.66
2019-01-03T19:45:00+01:00;PT15M;11756.7
2019-01-03T19:30:00+01:00;PT15M;11894.72
2019-01-03T19:15:00+01:00;PT15M;12004.01
2019-01-03T19:00:00+01:00;PT15M;12167.98
2019-01-03T18:45:00+01:00;PT15M;12250.5
2019-01-03T18:30:00+01:00;PT15M;12347.14
2019-01-03T18:15:00+01:00;PT15M;12361.64
2019-01-03T18:00:00+01:00;PT15M;12450.94
2019-01-03T17:45:00+01:00;PT15M;12543.97
2019-01-03T17:30:00+01:00;PT15M;12451.33
2019-01-03T17:15:00+01:00;PT15M;12315.76
2019-01-03T17:00:00+01:00;PT15M;12184.54
2019-01-03T16:45:00+01:00;PT15M;11930.52
2019-01-03T16:30:00+01:00;PT15M;11793.99
2019-01-03T16:15:00+01:00;PT15M;11882.13
2019-01-03T16:00:00+01:00;PT15M;11802.84
2019-01-03T15:45:00+01:00;PT15M;11809.72
2019-01-03T15:30:00+01:00;PT15M;11817.37
2019-01-03T15:15:00+01:00;PT15M;11796.51
2019-01-03T15:00:00+01:00;PT15M;11757.99
2019-01-03T14:45:00+01:00;PT15M;11723.92
2019-01-03T14:30:00+01:00;PT15M;11749.44
2019-01-03T14:15:00+01:00;PT15M;11874.37
2019-01-03T14:00:00+01:00;PT15M;11779.83
2019-01-03T13:45:00+01:00;PT15M;11875.89
2019-01-03T13:30:00+01:00;PT15M;12007.09
2019-01-03T13:15:00+01:00;PT15M;11882.55
2019-01-03T13:00:00+01:00;PT15M;11932.38
2019-01-03T12:45:00+01:00;PT15M;11954.76
2019-01-03T12:30:00+01:00;PT15M;11992.67
2019-01-03T12:15:00+01:00;PT15M;11962.06
2019-01-03T12:00:00+01:00;PT15M;12131.82
2019-01-03T11:45:00+01:00;PT15M;12099.4
2019-01-03T11:30:00+01:00;PT15M;12051.29
2019-01-03T11:15:00+01:00;PT15M;12116.15
2019-01-03T11:00:00+01:00;PT15M;12065.57
2019-01-03T10:45:00+01:00;PT15M;12002.14
2019-01-03T10:30:00+01:00;PT15M;11988.37
2019-01-03T10:15:00+01:00;PT15M;11896.66
2019-01-03T10:00:00+01:00;PT15M;11849.93
2019-01-03T09:45:00+01:00;PT15M;11829.87
2019-01-03T09:30:00+01:00;PT15M;11826.98
2019-01-03T09:15:00+01:00;PT15M;11720.61
2019-01-03T09:00:00+01:00;PT15M;11664.92
2019-01-03T08:45:00+01:00;PT15M;11558.62
2019-01-03T08:30:00+01:00;PT15M;11582.27
2019-01-03T08:15:00+01:00;PT15M;11551.99
2019-01-03T08:00:00+01:00;PT15M;11391.05
2019-01-03T07:45:00+01:00;PT15M;11108.07
2019-01-03T07:30:00+01:00;PT15M;10955.25
2019-01-03T07:15:00+01:00;PT15M;10624.55
2019-01-03T07:00:00+01:00;PT15M;10543.0
2019-01-03T06:45:00+01:00;PT15M;10545.41
2019-01-03T06:30:00+01:00;PT15M;10305.65
2019-01-03T06:15:00+01:00;PT15M;10187.47
2019-01-03T06:00:00+01:00;PT15M;9937.02
2019-01-03T05:45:00+01:00;PT15M;9546.2
2019-01-03T05:30:00+01:00;PT15M;9510.63
2019-01-03T05:15:00+01:00;PT15M;9373.75
2019-01-03T05:00:00+01:00;PT15M;9267.56
2019-01-03T04:45:00+01:00;PT15M;9156.33
2019-01-03T04:30:00+01:00;PT15M;9075.55
2019-01-03T04:15:00+01:00;PT15M;8996.66
2019-01-03T04:00:00+01:00;PT15M;9062.59
2019-01-03T03:45:00+01:00;PT15M;8961.32
2019-01-03T03:30:00+01:00;PT15M;8944.5
2019-01-03T03:15:00+01:00;PT15M;9043.51
2019-01-03T03:00:00+01:00;PT15M;9050.12
2019-01-03T02:45:00+01:00;PT15M;9109.98
2019-01-03T02:30:00+01:00;PT15M;9148.46
2019-01-03T02:15:00+01:00;PT15M;9350.62
2019-01-03T02:00:00+01:00;PT15M;9415.04
2019-01-03T01:45:00+01:00;PT15M;9323.87
2019-01-03T01:30:00+01:00;PT15M;9444.24
2019-01-03T01:15:00+01:00;PT15M;9642.13
2019-01-03T01:00:00+01:00;PT15M;9766.55
2019-01-03T00:45:00+01:00;PT15M;9753.9
2019-01-03T00:30:00+01:00;PT15M;9843.09
2019-01-03T00:15:00+01:00;PT15M;10151.7
2019-01-03T00:00:00+01:00;PT15M;10326.49
2019-01-02T23:45:00+01:00;PT15M;10460.78
2019-01-02T23:30:00+01:00;PT15M;10480.31
2019-01-02T23:15:00+01:00;PT15M;10606.81
2019-01-02T23:00:00+01:00;PT15M;10863.41
2019-01-02T22:45:00+01:00;PT15M;10591.76
2019-01-02T22:30:00+01:00;PT15M;10596.79
2019-01-02T22:15:00+01:00;PT15M;10661.98
2019-01-02T22:00:00+01:00;PT15M;10480.38
2019-01-02T21:45:00+01:00;PT15M;10310.94
2019-01-02T21:30:00+01:00;PT15M;10319.84
2019-01-02T21:15:00+01:00;PT15M;10427.96
2019-01-02T21:00:00+01:00;PT15M;10627.9
2019-01-02T20:45:00+01:00;PT15M;10749.35
2019-01-02T20:30:00+01:00;PT15M;10831.48
2019-01-02T20:15:00+01:00;PT15M;10897.73
2019-01-02T20:00:00+01:00;PT15M;11175.33
2019-01-02T19:45:00+01:00;PT15M;11436.05
2019-01-02T19:30:00+01:00;PT15M;11444.68
2019-01-02T19:15:00+01:00;PT15M;11486.87
2019-01-02T19:00:00+01:00;PT15M;11728.55
2019-01-02T18:45:00+01:00;PT15M;11782.02
2019-01-02T18:30:00+01:00;PT15M;11706.89
2019-01-02T18:15:00+01:00;PT15M;11854.01
2019-01-02T18:00:00+01:00;PT15M;12018.34
2019-01-02T17:45:00+01:00;PT15M;11971.73
2019-01-02T17:30:00+01:00;PT15M;11815.95
2019-01-02T17:15:00+01:00;PT15M;11819.09
2019-01-02T17:00:00+01:00;PT15M;11662.92
2019-01-02T16:45:00+01:00;PT15M;11454.14
2019-01-02T16:30:00+01:00;PT15M;11086.15
2019-01-02T16:15:00+01:00;PT15M;11192.57
2019-01-02T16:00:00+01:00;PT15M;10985.21
2019-01-02T15:45:00+01:00;PT15M;10847.12
2019-01-02T15:30:00+01:00;PT15M;11241.67
2019-01-02T15:15:00+01:00;PT15M;11120.78
2019-01-02T15:00:00+01:00;PT15M;10902.59
2019-01-02T14:45:00+01:00;PT15M;11082.2
2019-01-02T14:30:00+01:00;PT15M;10917.37
2019-01-02T14:15:00+01:00;PT15M;10959.16
2019-01-02T14:00:00+01:00;PT15M;11186.63
2019-01-02T13:45:00+01:00;PT15M;11187.6
2019-01-02T13:30:00+01:00;PT15M;10859.74
2019-01-02T13:15:00+01:00;PT15M;11148.14
2019-01-02T13:00:00+01:00;PT15M;11264.77
2019-01-02T12:45:00+01:00;PT15M;11154.58
2019-01-02T12:30:00+01:00;PT15M;11138.8
2019-01-02T12:15:00+01:00;PT15M;11320.62
2019-01-02T12:00:00+01:00;PT15M;11174.55
2019-01-02T11:45:00+01:00;PT15M;11055.65
2019-01-02T11:30:00+01:00;PT15M;11091.69
2019-01-02T11:15:00+01:00;PT15M;11210.48
2019-01-02T11:00:00+01:00;PT15M;11055.98
2019-01-02T10:45:00+01:00;PT15M;10883.25
2019-01-02T10:30:00+01:00;PT15M;10693.76
2019-01-02T10:15:00+01:00;PT15M;11132.28
2019-01-02T10:00:00+01:00;PT15M;10611.6
2019-01-02T09:45:00+01:00;PT15M;10613.95
2019-01-02T09:30:00+01:00;PT15M;10453.73
2019-01-02T09:15:00+01:00;PT15M;10513.7
2019-01-02T09:00:00+01:00;PT15M;10384.73
2019-01-02T08:45:00+01:00;PT15M;10456.17
2019-01-02T08:30:00+01:00;PT15M;10207.27
2019-01-02T08:15:00+01:00;PT15M;10319.14
2019-01-02T08:00:00+01:00;PT15M;10022.64
2019-01-02T07:45:00+01:00;PT15M;9988.8
2019-01-02T07:30:00+01:00;PT15M;9851.38
2019-01-02T07:15:00+01:00;PT15M;9438.21
2019-01-02T07:00:00+01:00;PT15M;9531.99
2019-01-02T06:45:00+01:00;PT15M;9139.46
2019-01-02T06:30:00+01:00;PT15M;9241.81
2019-01-02T06:15:00+01:00;PT15M;8948.36
2019-01-02T06:00:00+01:00;PT15M;8595.94
2019-01-02T05:45:00+01:00;PT15M;8473.83
2019-01-02T05:30:00+01:00;PT15M;8407.16
2019-01-02T05:15:00+01:00;PT15M;8078.39
2019-01-02T05:00:00+01:00;PT15M;7990.78
2019-01-02T04:45:00+01:00;PT15M;8012.55
2019-01-02T04:30:00+01:00;PT15M;7822.63
2019-01-02T04:15:00+01:00;PT15M;7731.62
2019-01-02T04:00:00+01:00;PT15M;7666.51
2019-01-02T03:45:00+01:00;PT15M;7737.81
2019-01-02T03:30:00+01:00;PT15M;7858.28
2019-01-02T03:15:00+01:00;PT15M;7728.44
2019-01-02T03:00:00+01:00;PT15M;7772.96
2019-01-02T02:45:00+01:00;PT15M;7797.08
2019-01-02T02:30:00+01:00;PT15M;7860.61
2019-01-02T02:15:00+01:00;PT15M;7946.32
2019-01-02T02:00:00+01:00;PT15M;7953.99
2019-01-02T01:45:00+01:00;PT15M;8073.05
2019-01-02T01:30:00+01:00;PT15M;8220.95
2019-01-02T01:15:00+01:00;PT15M;8243.33
2019-01-02T01:00:00+01:00;PT15M;8365.6
2019-01-02T00:45:00+01:00;PT15M;8449.28
2019-01-02T00:30:00+01:00;PT15M;8513.92
2019-01-02T00:15:00+01:00;PT15M;8719.9
2019-01-02T00:00:00+01:00;PT15M;8833.85
2019-01-01T23:45:00+01:00;PT15M;8930.41
2019-01-01T23:30:00+01:00;PT15M;8986.76
2019-01-01T23:15:00+01:00;PT15M;9198.77
2019-01-01T23:00:00+01:00;PT15M;9281.84
2019-01-01T22:45:00+01:00;PT15M;9133.24
2019-01-01T22:30:00+01:00;PT15M;9120.85
2019-01-01T22:15:00+01:00;PT15M;9064.06
2019-01-01T22:00:00+01:00;PT15M;8880.65
2019-01-01T21:45:00+01:00;PT15M;8586.36
2019-01-01T21:30:00+01:00;PT15M;8830.65
2019-01-01T21:15:00+01:00;PT15M;8842.45
2019-01-01T21:00:00+01:00;PT15M;8737.63
2019-01-01T20:45:00+01:00;PT15M;8822.87
2019-01-01T20:30:00+01:00;PT15M;8990.04
2019-01-01T20:15:00+01:00;PT15M;8851.01
2019-01-01T20:00:00+01:00;PT15M;8928.41
2019-01-01T19:45:00+01:00;PT15M;8852.95
2019-01-01T19:30:00+01:00;PT15M;9042.42
2019-01-01T19:15:00+01:00;PT15M;9092.69
2019-01-01T19:00:00+01:00;PT15M;9040.84
2019-01-01T18:45:00+01:00;PT15M;9129.06
2019-01-01T18:30:00+01:00;PT15M;9370.23
2019-01-01T18:15:00+01:00;PT15M;9181.19
2019-01-01T18:00:00+01:00;PT15M;9395.91
2019-01-01T17:45:00+01:00;PT15M;9168.43
2019-01-01T17:30:00+01:00;PT15M;9186.94
2019-01-01T17:15:00+01:00;PT15M;9134.8
2019-01-01T17:00:00+01:00;PT15M;9091.66
2019-01-01T16:45:00+01:00;PT15M;8774.62
2019-01-01T16:30:00+01:00;PT15M;8545.27
2019-01-01T16:15:00+01:00;PT15M;8533.84
2019-01-01T16:00:00+01:00;PT15M;8485.05
2019-01-01T15:45:00+01:00;PT15M;8648.01
2019-01-01T15:30:00+01:00;PT15M;8717.57
2019-01-01T15:15:00+01:00;PT15M;8721.38
2019-01-01T15:00:00+01:00;PT15M;8724.04
2019-01-01T14:45:00+01:00;PT15M;8740.41
2019-01-01T14:30:00+01:00;PT15M;8805.93
2019-01-01T14:15:00+01:00;PT15M;8810.52
2019-01-01T14:00:00+01:00;PT15M;8786.49
2019-01-01T13:45:00+01:00;PT15M;9015.19
2019-01-01T13:30:00+01:00;PT15M;9083.13
2019-01-01T13:15:00+01:00;PT15M;8886.12
2019-01-01T13:00:00+01:00;PT15M;8833.41
2019-01-01T12:45:00+01:00;PT15M;8768.38
2019-01-01T12:30:00+01:00;PT15M;8805.24
2019-01-01T12:15:00+01:00;PT15M;8754.48
2019-01-01T12:00:00+01:00;PT15M;8633.13
2019-01-01T11:45:00+01:00;PT15M;8622.52
2019-01-01T11:30:00+01:00;PT15M;8759.11
2019-01-01T11:15:00+01:00;PT15M;8619.75
2019-01-01T11:00:00+01:00;PT15M;8524.21
2019-01-01T10:45:00+01:00;PT15M;8401.87
2019-01-01T10:30:00+01:00;PT15M;8221.43
2019-01-01T10:15:00+01:00;PT15M;8124.89
2019-01-01T10:00:00+01:00;PT15M;8034.73
2019-01-01T09:45:00+01:00;PT15M;7875.24
2019-01-01T09:30:00+01:00;PT15M;7846.81
2019-01-01T09:15:00+01:00;PT15M;7782.59
2019-01-01T09:00:00+01:00;PT15M;7775.17
2019-01-01T08:45:00+01:00;PT15M;7729.26
2019-01-01T08:30:00+01:00;PT15M;7754.33
2019-01-01T08:15:00+01:00;PT15M;7713.18
2019-01-01T08:00:00+01:00;PT15M;7696.86
2019-01-01T07:45:00+01:00;PT15M;7683.82
2019-01-01T07:30:00+01:00;PT15M;7705.68
2019-01-01T07:15:00+01:00;PT15M;7733.6
2019-01-01T07:00:00+01:00;PT15M;7719.96
2019-01-01T06:45:00+01:00;PT15M;7716.94
2019-01-01T06:30:00+01:00;PT15M;7798.41
2019-01-01T06:15:00+01:00;PT15M;7759.07
2019-01-01T06:00:00+01:00;PT15M;7588.61
2019-01-01T05:45:00+01:00;PT15M;7567.93
2019-01-01T05:30:00+01:00;PT15M;7600.8
2019-01-01T05:15:00+01:00;PT15M;7657.47
2019-01-01T05:00:00+01:00;PT15M;7640.51
2019-01-01T04:45:00+01:00;PT15M;7629.58
2019-01-01T04:30:00+01:00;PT15M;7618.65
2019-01-01T04:15:00+01:00;PT15M;7659.44
2019-01-01T04:00:00+01:00;PT15M;7637.31
2019-01-01T03:45:00+01:00;PT15M;7735.65
2019-01-01T03:30:00+01:00;PT15M;7771.3
2019-01-01T03:15:00+01:00;PT15M;7839.4
2019-01-01T03:00:00+01:00;PT15M;7946.98
2019-01-01T02:45:00+01:00;PT15M;7939.11
2019-01-01T02:30:00+01:00;PT15M;8021.75
2019-01-01T02:15:00+01:00;PT15M;8117.86
2019-01-01T02:00:00+01:00;PT15M;8230.84
2019-01-01T01:45:00+01:00;PT15M;8341.62
2019-01-01T01:30:00+01:00;PT15M;8474.86
2019-01-01T01:15:00+01:00;PT15M;8624.67
2019-01-01T01:00:00+01:00;PT15M;8728.57
2019-01-01T00:45:00+01:00;PT15M;8746.8
2019-01-01T00:30:00+01:00;PT15M;8964.21
2019-01-01T00:15:00+01:00;PT15M;9060.07
2019-01-01T00:00:00+01:00;PT15M;9121.72
